order_book_id,date,volume,prev_close,close,open,low,high,total_turnover
000002.XSHG,2011-03-28,15504151500.0,3118.036,3124.5290000000005,3125.986,3119.478,3147.394,195739797097.0
000002.XSHG,2011-03-29,16755230300.0,3124.5290000000005,3097.368,3120.208,3092.594,3135.2340000000013,198884605418.0
000002.XSHG,2011-03-30,12587661300.0,3097.368,3094.986,3094.608,3073.942,3107.97,152175062405.0
000002.XSHG,2011-03-31,10827428100.0,3094.986,3065.922,3093.798,3051.535,3101.088,133983892574.0
000002.XSHG,2011-04-01,9927622100.0,3065.922,3107.1490000000013,3070.526,3062.013,3107.607,125349213777.0
000002.XSHG,2011-04-06,14106835600.0,3107.1490000000013,3142.796,3103.828,3103.494,3146.89,176027742150.0
000002.XSHG,2011-04-07,12407929000.0,3142.796,3149.5890000000004,3144.723,3131.143,3154.206,152505366210.0
000002.XSHG,2011-04-08,11363025600.0,3149.5890000000004,3172.7940000000012,3146.9240000000004,3139.5240000000013,3173.9440000000004,146726235468.0
000002.XSHG,2011-04-11,14648450200.0,3172.7940000000012,3165.133,3181.0890000000004,3162.138,3203.837,182189750292.0
000002.XSHG,2011-04-12,14523884900.0,3165.133,3163.678,3154.67,3144.831,3182.336,165135858424.0
000002.XSHG,2011-04-13,12758124000.0,3163.678,3194.117,3148.382,3135.43,3194.123,146914194621.0
000002.XSHG,2011-04-14,12870657300.0,3194.117,3185.923,3193.349,3179.715,3202.31,148123795487.0
000002.XSHG,2011-04-15,12772307700.0,3185.923,3194.305,3179.328,3162.372000000001,3206.802,148125103517.0
000002.XSHG,2011-04-18,13644645500.0,3194.305,3201.55,3183.816,3180.313,3212.224,160148615195.0
000002.XSHG,2011-04-19,14095337400.0,3201.55,3140.19,3182.057,3137.284,3182.057,165541292460.0
000002.XSHG,2011-04-20,11917163700.0,3140.19,3148.502,3147.481,3133.388,3161.21,143377958405.0
000002.XSHG,2011-04-21,12095138200.0,3148.502,3169.084000000001,3164.006,3154.262,3178.3790000000013,147014644979.0
000002.XSHG,2011-04-22,11799735300.0,3169.084000000001,3152.122000000001,3168.066,3145.762,3175.698,137038901676.0
000002.XSHG,2011-04-25,11673904700.0,3152.122000000001,3104.455,3144.241,3104.08,3144.853,140099161904.0
000002.XSHG,2011-04-26,9468948800.0,3104.455,3077.216,3096.083,3069.42,3110.125,112139746208.0
000002.XSHG,2011-04-27,10402187700.0,3077.216,3063.826,3084.933,3045.366,3100.402,113877074976.0
000002.XSHG,2011-04-28,10379704900.0,3063.826,3023.881,3077.017000000001,3021.573,3093.521,114753451103.0
000002.XSHG,2011-04-29,8669977100.0,3023.881,3049.19,3023.517000000001,3006.901,3051.368,92726141108.0
000002.XSHG,2011-05-03,9577970000.0,3049.19,3070.722,3049.195,3026.835,3072.067,102318036532.0
000002.XSHG,2011-05-04,11087267400.0,3070.722,3001.389,3054.635,2995.211,3054.772,124975565874.0
000002.XSHG,2011-05-05,9073273200.0,3001.389,3008.122000000001,2989.592,2984.546,3016.233,98573338862.0
000002.XSHG,2011-05-06,9055565700.0,3008.122000000001,2999.171,2977.0490000000004,2968.466,3017.83,104822657690.0
000002.XSHG,2011-05-09,8108780200.0,2999.171,3008.085,3003.708,2996.508,3021.447,93710009406.0
000002.XSHG,2011-05-10,8075586400.0,3008.085,3027.166,3012.841,3000.3590000000013,3027.581,95751374396.0
000002.XSHG,2011-05-11,9192576100.0,3027.166,3019.565,3026.862,3003.786,3033.985,106746212230.0
000002.XSHG,2011-05-12,9972444900.0,3019.565,2978.363,3000.222,2977.324,3012.255,113900546281.0
000002.XSHG,2011-05-13,9281529600.0,2978.363,3006.667,2980.69,2966.01,3007.697,103638619801.0
000002.XSHG,2011-05-16,8430691600.0,3006.667,2983.624000000001,2999.655,2980.712,3012.991,95561815019.0
000002.XSHG,2011-05-17,9434312400.0,2983.624000000001,2987.48,2980.88,2954.449,3004.758,109491787869.0
000002.XSHG,2011-05-18,7648342500.0,2987.48,3008.452,2981.121,2977.937,3013.333,90133589397.0
000002.XSHG,2011-05-19,7664459400.0,3008.452,2994.602000000001,3015.401,2991.709000000001,3020.3590000000013,91006935778.0
000002.XSHG,2011-05-20,7041766800.0,2994.602000000001,2993.517000000001,2993.303,2985.046,3002.166,83819582535.0
000002.XSHG,2011-05-23,9793585100.0,2993.517000000001,2905.749000000001,2988.108,2902.107,2988.108,111033868827.0
000002.XSHG,2011-05-24,7444896600.0,2905.749000000001,2897.733,2896.816,2874.409,2902.675,88586199019.0
000002.XSHG,2011-05-25,7388346700.0,2897.733,2871.301,2895.106,2866.6090000000013,2901.985,85947031658.0
000002.XSHG,2011-05-26,7821610000.0,2871.301,2865.883,2885.611,2863.793,2895.53,92330022697.0
000002.XSHG,2011-05-27,8198209400.0,2865.883,2838.112,2868.878,2836.642000000001,2876.631,91583094086.0
000002.XSHG,2011-05-30,6478672300.0,2838.112,2834.526,2832.384,2816.427,2857.215,70899970171.0
000002.XSHG,2011-05-31,6734430000.0,2834.526,2873.063,2835.787000000001,2829.972,2874.579,77457993984.0
000002.XSHG,2011-06-01,6820137800.0,2873.063,2873.107,2866.342,2855.186,2874.148,77396655692.0
000002.XSHG,2011-06-02,8560155400.0,2873.107,2832.973,2843.642000000001,2803.011,2856.961,94033354366.0
000002.XSHG,2011-06-03,6772133300.0,2832.973,2856.895,2829.42,2828.852000000001,2861.497000000001,78104895583.0
000002.XSHG,2011-06-07,6476117800.0,2856.895,2874.171,2849.493,2845.6540000000005,2875.719,78956258979.0
000002.XSHG,2011-06-08,7393199500.0,2874.171,2880.728,2871.8390000000004,2843.991,2884.786,87215506355.0
000002.XSHG,2011-06-09,8264760400.0,2880.728,2832.451,2873.631,2831.762,2877.7,94535128462.0
000002.XSHG,2011-06-10,7230601200.0,2832.451,2834.705,2824.994,2800.608,2837.4240000000004,82454222598.0
000002.XSHG,2011-06-13,6266036300.0,2834.705,2829.99,2816.463,2797.615,2833.167,72825468942.0
000002.XSHG,2011-06-14,8255769500.0,2829.99,2860.808,2825.695,2820.892000000001,2866.564000000001,94852100294.0
000002.XSHG,2011-06-15,7447758900.0,2860.808,2834.893,2847.793,2834.526,2861.075,85196307925.0
000002.XSHG,2011-06-16,7062565100.0,2834.893,2791.811,2814.079,2790.562,2820.758,76381038894.0
000002.XSHG,2011-06-17,6407043800.0,2791.811,2769.229000000001,2788.745,2767.733,2802.94,74124971557.0
000002.XSHG,2011-06-20,5974000900.0,2769.229000000001,2746.478,2761.895,2735.724,2763.999000000001,64972895644.0
000002.XSHG,2011-06-21,6447460800.0,2746.478,2772.7540000000013,2753.575,2743.765,2774.39,73024402082.0
000002.XSHG,2011-06-22,5791623400.0,2772.7540000000013,2775.502,2774.8590000000013,2758.958,2784.327,64325317724.0
000002.XSHG,2011-06-23,7332748300.0,2775.502,2816.147,2766.403,2755.5959999999995,2821.565,82135522390.0
000002.XSHG,2011-06-24,12508414900.0,2816.147,2877.0490000000004,2805.417,2801.499000000001,2891.127,142217264614.0
000002.XSHG,2011-06-27,10114849200.0,2877.0490000000004,2889.5890000000004,2877.619,2874.139,2900.907,115907717307.0
000002.XSHG,2011-06-28,8793282200.0,2889.5890000000004,2890.513,2891.145,2866.672,2894.809,103806305999.0
000002.XSHG,2011-06-29,8789146000.0,2890.513,2858.35,2888.606,2857.051,2890.495,98780875864.0
000002.XSHG,2011-06-30,9057583200.0,2858.35,2893.53,2859.943,2859.943,2906.41,102768352639.0
000002.XSHG,2011-07-01,9178437500.0,2893.53,2890.612,2899.578,2883.927,2910.878,105265240839.0
000002.XSHG,2011-07-04,12145009900.0,2890.612,2946.493,2902.786,2902.786,2946.965,143470448398.0
000002.XSHG,2011-07-05,10953796300.0,2946.493,2950.15,2946.377,2932.097,2952.033,128260572888.0
000002.XSHG,2011-07-06,10264934200.0,2950.15,2943.878,2945.369,2912.682,2945.369,121798639943.0
000002.XSHG,2011-07-07,11598246800.0,2943.878,2926.761,2946.806,2926.363,2959.2070000000012,139707218772.0
000002.XSHG,2011-07-08,8579977300.0,2926.761,2930.3990000000013,2929.671,2916.136,2940.499000000001,102457848722.0
000002.XSHG,2011-07-11,8562178800.0,2930.3990000000013,2935.483,2921.685,2912.4640000000004,2940.338,101118076397.0
000002.XSHG,2011-07-12,9610090100.0,2935.483,2885.297,2915.608,2882.775,2915.608,111053765394.0
000002.XSHG,2011-07-13,9141866500.0,2885.297,2928.01,2886.8390000000004,2886.8390000000004,2929.908,107331749108.0
000002.XSHG,2011-07-14,10402623700.0,2928.01,2943.648,2930.83,2921.163,2944.977000000001,125278015268.0
000002.XSHG,2011-07-15,10706529100.0,2943.648,2953.831,2936.448,2926.563,2955.063,127437941142.0
000002.XSHG,2011-07-18,10773633900.0,2953.831,2950.228,2955.088,2940.167,2960.961,129304559003.0
000002.XSHG,2011-07-19,9239668200.0,2950.228,2929.579,2937.909,2922.986,2942.491,109855567790.0
000002.XSHG,2011-07-20,8372292400.0,2929.579,2926.555,2943.693,2911.105,2950.83,99425874055.0
000002.XSHG,2011-07-21,8144557400.0,2926.555,2896.9,2928.34,2894.311,2932.509,95549918210.0
000002.XSHG,2011-07-22,6991928300.0,2896.9,2901.965,2901.088,2894.646,2913.897,82278491364.0
000002.XSHG,2011-07-25,11065664300.0,2901.965,2816.0690000000004,2890.233,2807.673,2890.233,120409204353.0
000002.XSHG,2011-07-26,7258006300.0,2816.0690000000004,2830.998,2812.9240000000004,2803.84,2833.019,79268496830.0
000002.XSHG,2011-07-27,8007905000.0,2830.998,2852.318,2817.448,2807.278,2855.7940000000012,91827490921.0
000002.XSHG,2011-07-28,7817829600.0,2852.318,2836.845,2829.514,2811.581,2840.345,90201416446.0
000002.XSHG,2011-07-29,7521917800.0,2836.845,2829.466,2834.454,2807.999000000001,2850.267000000001,83559650253.0
000002.XSHG,2011-08-01,5875816600.0,2829.466,2831.598,2825.073,2815.606,2841.172,65887757074.0
000002.XSHG,2011-08-02,6965693700.0,2831.598,2805.822,2817.062,2776.548,2817.062,77749861640.0
000002.XSHG,2011-08-03,6375447900.0,2805.822,2805.001,2784.699,2779.726,2815.065,73184418142.0
000002.XSHG,2011-08-04,5860811000.0,2805.001,2810.749000000001,2809.956,2801.816,2826.286,69095123964.0
000002.XSHG,2011-08-05,7809411900.0,2810.749000000001,2750.526,2744.019,2728.186,2769.547,87324481571.0
000002.XSHG,2011-08-08,10945057400.0,2750.526,2646.543,2722.126,2616.31,2737.903,116897744051.0
000002.XSHG,2011-08-09,10310431000.0,2646.543,2645.746,2585.226,2553.324,2657.593,107289813171.0
000002.XSHG,2011-08-10,9991271900.0,2645.746,2669.916,2683.7290000000007,2665.491,2701.281,103721656767.0
000002.XSHG,2011-08-11,9525227900.0,2669.916,2703.891,2627.8,2623.8,2704.571,99846749070.0
000002.XSHG,2011-08-12,9684245400.0,2703.891,2715.984000000001,2716.301,2708.3390000000004,2728.895,99778000638.0
000002.XSHG,2011-08-15,8839372400.0,2715.984000000001,2751.239,2721.203,2706.7670000000007,2751.585,90811712055.0
000002.XSHG,2011-08-16,8487755700.0,2751.239,2731.679,2752.36,2724.698,2761.26,90028551754.0
000002.XSHG,2011-08-17,6981581900.0,2731.679,2724.498,2727.262,2719.0370000000007,2741.153,72017131650.0
000002.XSHG,2011-08-18,7076689600.0,2724.498,2680.6540000000005,2725.27,2677.908,2726.836,75929545214.0
000002.XSHG,2011-08-19,7028691000.0,2680.6540000000005,2654.345,2639.002,2632.785,2658.4770000000008,73534464899.0
000002.XSHG,2011-08-22,6095040400.0,2654.345,2635.119,2654.568,2626.649000000001,2674.295,65311215650.0
000002.XSHG,2011-08-23,6068239600.0,2635.119,2675.175,2644.663,2634.18,2675.348,62992043997.0
000002.XSHG,2011-08-24,6517342200.0,2675.175,2661.617,2683.927,2656.527,2691.13,70496700084.0
000002.XSHG,2011-08-25,10414031900.0,2661.617,2739.381,2667.232,2665.769,2740.506,104316571821.0
000002.XSHG,2011-08-26,7764093700.0,2739.381,2736.149000000001,2725.661,2716.239,2740.822,81395109102.0
000002.XSHG,2011-08-29,7350745700.0,2736.149000000001,2698.658,2718.588,2692.772,2718.588,78274875962.0
000002.XSHG,2011-08-30,7569557200.0,2698.658,2688.327,2715.669000000001,2685.288,2739.257,79372793574.0
000002.XSHG,2011-08-31,5889503300.0,2688.327,2689.082000000001,2688.253,2665.806,2696.493,62030200235.0
000002.XSHG,2011-09-01,5704752900.0,2689.082000000001,2677.196,2691.663,2668.612,2707.368,59713632323.0
000002.XSHG,2011-09-02,5417868400.0,2677.196,2648.105,2672.461,2636.9440000000004,2678.532,55815220052.0
000002.XSHG,2011-09-05,5482678200.0,2648.105,2596.274,2628.9990000000007,2595.687,2628.9990000000007,56262748101.0
000002.XSHG,2011-09-06,4904857200.0,2596.274,2587.625,2582.446,2576.103,2599.922,50023896360.0
000002.XSHG,2011-09-07,5940429500.0,2587.625,2635.322,2598.582000000001,2592.49,2636.016,61796530959.0
000002.XSHG,2011-09-08,5508060100.0,2635.322,2617.307,2643.572,2616.431,2644.004000000001,59932756851.0
000002.XSHG,2011-09-09,5108665900.0,2617.307,2616.1020000000008,2625.769,2604.971,2648.259,53437361161.0
000002.XSHG,2011-09-13,4976323500.0,2616.1020000000008,2588.428,2584.639,2570.042,2594.485,51729257704.0
000002.XSHG,2011-09-14,5383341300.0,2588.428,2602.619,2596.097,2554.911,2603.774,54610663905.0
000002.XSHG,2011-09-15,5580799000.0,2602.619,2596.586,2600.52,2595.049,2614.8920000000007,55698508542.0
000002.XSHG,2011-09-16,4781043800.0,2596.586,2600.052,2608.271,2593.121,2618.0,49465059416.0
000002.XSHG,2011-09-19,4856391100.0,2600.052,2553.369,2586.65,2552.711,2586.65,48473009450.0
000002.XSHG,2011-09-20,4612264100.0,2553.369,2563.8160000000007,2549.129,2541.739,2576.6710000000007,47853451210.0
000002.XSHG,2011-09-21,8624130200.0,2563.8160000000007,2632.085,2566.286,2554.417,2637.05,87934733858.0
000002.XSHG,2011-09-22,7439163400.0,2632.085,2558.8520000000008,2609.256,2558.233,2618.51,74701009182.0
000002.XSHG,2011-09-23,6699843600.0,2558.8520000000008,2548.523,2526.165,2513.916,2556.528,67748729668.0
000002.XSHG,2011-09-26,5712247400.0,2548.523,2506.772,2530.781,2497.805,2557.539,58709151964.0
000002.XSHG,2011-09-27,5499588200.0,2506.772,2529.705,2525.485,2508.84,2539.007,55159107985.0
000002.XSHG,2011-09-28,5556412200.0,2529.705,2505.522,2542.559,2496.429,2545.668,55583509340.0
000002.XSHG,2011-09-29,5897671600.0,2505.522,2477.526,2491.198,2470.454,2500.823,56871756077.0
000002.XSHG,2011-09-30,4861559700.0,2477.526,2471.101,2480.702,2459.616,2490.311,45984433075.0
000002.XSHG,2011-10-10,4158868600.0,2471.101,2456.022,2475.118,2449.633,2480.427,39820113464.0
000002.XSHG,2011-10-11,6356188100.0,2456.022,2460.089,2515.735,2433.76,2526.838,62558372656.0
000002.XSHG,2011-10-12,9105897800.0,2460.089,2534.957000000001,2446.374,2428.771,2536.702,84197446087.0
000002.XSHG,2011-10-13,8747730500.0,2534.957000000001,2554.556,2527.362,2520.504,2555.442,81941167581.0
000002.XSHG,2011-10-14,6042586500.0,2554.556,2546.804,2545.172,2523.652,2553.275,58142965837.0
000002.XSHG,2011-10-17,5808565900.0,2546.804,2556.2670000000007,2550.047,2539.818,2569.455,57574491866.0
000002.XSHG,2011-10-18,7924009500.0,2556.2670000000007,2496.64,2538.274,2491.581,2540.805,69183282795.0
000002.XSHG,2011-10-19,5832140400.0,2496.64,2490.3520000000008,2501.21,2487.119,2515.73,53066216226.0
000002.XSHG,2011-10-20,6508974600.0,2490.3520000000008,2442.027,2478.163,2425.843,2481.092,57698540109.0
000002.XSHG,2011-10-21,4826755800.0,2442.027,2427.271,2441.131,2423.627,2451.467,43642773614.0
000002.XSHG,2011-10-24,7056830900.0,2427.271,2482.806,2432.255,2416.603,2483.598,62793753754.0
000002.XSHG,2011-10-25,9052156000.0,2482.806,2523.948,2478.6620000000007,2469.147,2528.547,83421194124.0
000002.XSHG,2011-10-26,10711140800.0,2523.948,2542.58,2511.8720000000008,2508.256,2565.155,98341065312.0
000002.XSHG,2011-10-27,8205332300.0,2542.58,2551.05,2547.824,2541.3160000000007,2565.862,74885188496.0
000002.XSHG,2011-10-28,10958757500.0,2551.05,2590.571,2578.81,2572.536,2601.479,103891608356.0
000002.XSHG,2011-10-31,8383147400.0,2590.571,2585.1020000000008,2587.204,2571.479,2595.704,81564099364.0
000002.XSHG,2011-11-01,8854820800.0,2585.1020000000008,2587.018,2566.285,2561.289,2609.386,84857536203.0
000002.XSHG,2011-11-02,10506359800.0,2587.018,2622.7870000000007,2553.2960000000007,2548.99,2623.851,101829084817.0
000002.XSHG,2011-11-03,13603809500.0,2622.7870000000007,2626.913,2629.858,2626.0890000000004,2655.4120000000007,135998454929.0
000002.XSHG,2011-11-04,10151799700.0,2626.913,2648.163,2644.916,2632.015,2657.045,99772184593.0
000002.XSHG,2011-11-07,7863253100.0,2648.163,2628.835,2638.2790000000005,2626.533,2656.467,78752804257.0
000002.XSHG,2011-11-08,7844586300.0,2628.835,2622.629000000001,2633.5290000000005,2618.612,2644.598,76781463759.0
000002.XSHG,2011-11-09,7793739500.0,2622.629000000001,2644.672,2631.811,2607.085,2647.64,77947104473.0
000002.XSHG,2011-11-10,8685620800.0,2644.672,2597.123,2617.049,2595.647,2626.361,85291077538.0
000002.XSHG,2011-11-11,6595447900.0,2597.123,2598.703,2601.764,2589.986,2614.9,64897904999.0
000002.XSHG,2011-11-14,8089216400.0,2598.703,2648.577,2617.166,2614.648,2649.541,82317376770.0
000002.XSHG,2011-11-15,7888125200.0,2648.577,2649.626,2645.656,2638.046,2654.157,80319525312.0
000002.XSHG,2011-11-16,9296734300.0,2649.626,2583.77,2648.893,2573.175,2649.311,92155527106.0
000002.XSHG,2011-11-17,6616010400.0,2583.77,2579.666,2584.583,2575.597,2600.093,65738992351.0
000002.XSHG,2011-11-18,7182257000.0,2579.666,2531.059,2564.243,2525.252,2564.513,70345804799.0
000002.XSHG,2011-11-21,4998609700.0,2531.059,2529.586,2531.2670000000007,2509.652,2533.917,49384049791.0
000002.XSHG,2011-11-22,5124092400.0,2529.586,2526.957000000001,2514.745,2500.963,2529.2960000000007,50554615742.0
000002.XSHG,2011-11-23,5037498000.0,2526.957000000001,2508.583,2529.658,2503.891,2533.197,49920485969.0
000002.XSHG,2011-11-24,5196760000.0,2508.583,2511.184,2491.84,2483.038,2523.922,51299167008.0
000002.XSHG,2011-11-25,4515031000.0,2511.184,2493.026,2506.738,2485.088,2517.869,46114596218.0
000002.XSHG,2011-11-28,4587890000.0,2493.026,2496.024,2496.859,2484.6,2510.456,46310692547.0
000002.XSHG,2011-11-29,5488527900.0,2496.024,2526.826,2512.748,2501.432,2527.817,56917415199.0
000002.XSHG,2011-11-30,7571935700.0,2526.826,2444.451,2520.447,2429.862,2521.471,71704407474.0
000002.XSHG,2011-12-01,9785769800.0,2444.451,2500.631,2506.265,2490.035,2538.991,94794008320.0
000002.XSHG,2011-12-02,5945511500.0,2500.631,2473.461,2488.089,2456.8720000000008,2491.697,57114143567.0
000002.XSHG,2011-12-05,5189621900.0,2473.461,2444.863,2476.116,2438.958,2476.116,48471373361.0
000002.XSHG,2011-12-06,4566872700.0,2444.863,2436.962,2437.951,2420.563,2443.359,42476777861.0
000002.XSHG,2011-12-07,4136954400.0,2436.962,2444.073,2436.604,2428.434,2451.53,39645915480.0
000002.XSHG,2011-12-08,5123946900.0,2444.073,2440.904,2441.111,2412.543,2458.591,49090686349.0
000002.XSHG,2011-12-09,3982797000.0,2440.904,2425.634,2425.891,2419.528,2442.396,38799443498.0
000002.XSHG,2011-12-12,3949104700.0,2425.634,2400.793,2422.351,2399.442,2426.204,36445915613.0
000002.XSHG,2011-12-13,5834894700.0,2400.793,2355.963,2392.074,2353.096,2394.849,51445588681.0
000002.XSHG,2011-12-14,4389949100.0,2355.963,2334.893,2348.425,2330.9210000000007,2364.451,38533582726.0
000002.XSHG,2011-12-15,5643129800.0,2334.893,2284.965,2321.548,2283.47,2322.819,47142661345.0
000002.XSHG,2011-12-16,5700576200.0,2284.965,2330.844,2283.532,2274.223,2331.577,50442007465.0
000002.XSHG,2011-12-19,5760212100.0,2330.844,2323.915,2313.235,2267.958,2327.31,49614963785.0
000002.XSHG,2011-12-20,5253234500.0,2323.915,2321.479,2314.894,2311.576,2346.5170000000007,46440697760.0
000002.XSHG,2011-12-21,5065824500.0,2321.479,2295.524,2336.414,2292.979,2344.052,46011325204.0
000002.XSHG,2011-12-22,5870701600.0,2295.524,2290.3520000000008,2282.325,2251.822,2306.43,47895927418.0
000002.XSHG,2011-12-23,5222045400.0,2290.3520000000008,2309.719,2287.844,2281.803,2325.462,43375941753.0
000002.XSHG,2011-12-26,4348888900.0,2309.719,2294.305,2297.983,2290.024,2318.792,36348551378.0
000002.XSHG,2011-12-27,4550402400.0,2294.305,2269.369,2290.773,2265.745,2301.613,37294535726.0
000002.XSHG,2011-12-28,4941826300.0,2269.369,2273.303,2260.366,2235.6220000000008,2274.001,39905253946.0
000002.XSHG,2011-12-29,4453852800.0,2273.303,2277.03,2264.026,2259.768,2285.838,35894554822.0
000002.XSHG,2011-12-30,5176121600.0,2277.03,2304.116,2281.189,2281.189,2305.771,42611728494.0
000002.XSHG,2012-01-04,4906726000.0,2304.116,2272.6710000000007,2317.265,2271.889,2323.082000000001,40533806208.0
000002.XSHG,2012-01-05,5852715400.0,2272.6710000000007,2250.846,2263.752,2247.811,2287.461,46492580031.0
000002.XSHG,2012-01-06,5037613200.0,2250.846,2266.527,2250.559,2234.297,2267.511,39354768658.0
000002.XSHG,2012-01-09,7640186000.0,2266.527,2331.893,2267.92,2250.819,2332.246,61936376797.0
000002.XSHG,2012-01-10,10914484600.0,2331.893,2394.6020000000008,2327.617,2323.874,2397.669,90793323986.0
000002.XSHG,2012-01-11,8411556900.0,2394.6020000000008,2384.4410000000007,2391.6220000000008,2373.1020000000008,2399.7670000000007,74083351678.0
000002.XSHG,2012-01-12,7126852300.0,2384.4410000000007,2383.414,2376.7870000000007,2373.13,2404.531,63780619930.0
000002.XSHG,2012-01-13,7118926300.0,2383.414,2351.578,2385.604,2331.821,2390.292,63884624749.0
000002.XSHG,2012-01-16,4567636100.0,2351.578,2311.324,2336.741,2311.158,2348.067,42798091082.0
000002.XSHG,2012-01-17,8742650900.0,2311.324,2407.9210000000007,2311.693,2300.703,2407.9210000000007,77201226053.0
000002.XSHG,2012-01-18,8965061400.0,2407.9210000000007,2374.304,2408.395,2365.42,2421.7670000000007,80497681634.0
000002.XSHG,2012-01-19,7223136700.0,2374.304,2405.498,2373.981,2366.93,2415.585,63749453421.0
000002.XSHG,2012-01-20,6965288800.0,2405.498,2429.701,2410.15,2403.2,2433.67,62761999689.0
000002.XSHG,2012-01-30,5819803100.0,2429.701,2393.938,2435.218,2393.153,2435.218,51737870924.0
000002.XSHG,2012-01-31,4856020400.0,2393.938,2401.874,2394.904,2385.57,2405.864,43673546785.0
000002.XSHG,2012-02-01,5327851200.0,2401.874,2376.144,2397.107,2371.178,2415.77,48397667951.0
000002.XSHG,2012-02-02,6323924700.0,2376.144,2422.794,2382.147,2376.761,2422.794,57528815345.0
000002.XSHG,2012-02-03,7867017000.0,2422.794,2441.492,2416.591,2410.639,2447.657,70097654783.0
000002.XSHG,2012-02-06,7545577000.0,2441.492,2442.226,2445.538,2427.847,2453.205,67155348913.0
000002.XSHG,2012-02-07,6709562300.0,2442.226,2401.028,2429.897,2387.343,2430.233,57961449972.0
000002.XSHG,2012-02-08,8683560400.0,2401.028,2459.395,2400.9410000000007,2395.69,2463.0460000000007,80709726368.0
000002.XSHG,2012-02-09,9768531100.0,2459.395,2461.514,2455.859,2445.07,2476.228,89448969698.0
000002.XSHG,2012-02-10,9609049600.0,2461.514,2463.976,2453.557,2451.286,2481.824,82027926491.0
000002.XSHG,2012-02-13,8602662700.0,2463.976,2463.848,2443.0460000000007,2435.706,2478.002,77608036391.0
000002.XSHG,2012-02-14,7292525700.0,2463.848,2456.393,2460.699,2443.265,2464.487,66179855236.0
000002.XSHG,2012-02-15,9848603500.0,2456.393,2479.338,2451.858,2446.249,2487.312,87447238207.0
000002.XSHG,2012-02-16,9468569000.0,2479.338,2468.994,2476.385,2453.498,2486.769,83591971449.0
000002.XSHG,2012-02-17,7161375500.0,2468.994,2469.292,2479.269,2456.29,2485.45,64967784356.0
000002.XSHG,2012-02-20,8858814300.0,2469.292,2476.015,2497.103,2474.349,2501.621,82123750599.0
000002.XSHG,2012-02-21,7907544900.0,2476.015,2494.7,2477.996,2456.5370000000007,2495.451,74399421994.0
000002.XSHG,2012-02-22,11825773300.0,2494.7,2517.869,2493.722,2486.871,2518.804,108876354827.0
000002.XSHG,2012-02-23,11220828200.0,2517.869,2524.113,2515.914,2510.655,2531.741,105285833300.0
000002.XSHG,2012-02-24,13440287800.0,2524.113,2555.539,2525.493,2519.582000000001,2555.904,121224002231.0
000002.XSHG,2012-02-27,15748437300.0,2555.539,2563.301,2563.682,2560.738,2596.153,144337207748.0
000002.XSHG,2012-02-28,11798600100.0,2563.301,2568.4210000000007,2556.897,2547.415,2575.543,106749377928.0
000002.XSHG,2012-02-29,9514596200.0,2568.4210000000007,2543.89,2562.505,2541.632,2569.701,91629925829.0
000002.XSHG,2012-03-01,7476466100.0,2543.89,2541.419,2533.742,2533.273,2553.736,70907609025.0
000002.XSHG,2012-03-02,10280224500.0,2541.419,2577.6020000000008,2545.613,2545.613,2578.051,96233362371.0
000002.XSHG,2012-03-05,11220417600.0,2577.6020000000008,2561.091,2581.969,2558.062,2587.1620000000007,107375187977.0
000002.XSHG,2012-03-06,10322897600.0,2561.091,2524.926,2555.609,2520.343,2557.975,100400946102.0
000002.XSHG,2012-03-07,9440353800.0,2524.926,2508.559,2504.773,2501.979,2528.353,91510878400.0
000002.XSHG,2012-03-08,9605956000.0,2508.559,2535.106,2515.1620000000007,2515.1620000000007,2541.839,93066333953.0
000002.XSHG,2012-03-09,10004464000.0,2535.106,2555.185,2540.992,2529.4970000000008,2556.28,100146163233.0
000002.XSHG,2012-03-12,10583559000.0,2555.185,2550.315,2554.2,2535.618,2556.646,107971315299.0
000002.XSHG,2012-03-13,10403370500.0,2550.315,2572.274,2548.193,2543.792,2573.775,102280423052.0
000002.XSHG,2012-03-14,17883711500.0,2572.274,2504.676,2581.847,2495.871,2593.709,170248820539.0
000002.XSHG,2012-03-15,11946521400.0,2504.676,2486.397,2501.345,2478.311,2517.795,111976725272.0
000002.XSHG,2012-03-16,10322941100.0,2486.397,2518.782,2490.593,2480.6420000000007,2520.268,102187709207.0
000002.XSHG,2012-03-19,10171802900.0,2518.782,2524.446,2515.085,2496.673,2526.71,102786314735.0
000002.XSHG,2012-03-20,9750725400.0,2524.446,2489.5660000000007,2521.669,2488.718,2521.669,94427651241.0
000002.XSHG,2012-03-21,9536322300.0,2489.5660000000007,2490.947,2497.839,2473.149,2510.41,94787879612.0
000002.XSHG,2012-03-22,7900288800.0,2490.947,2488.453,2489.67,2476.244,2499.3,76724475910.0
000002.XSHG,2012-03-23,7642816300.0,2488.453,2461.11,2481.457000000001,2453.342,2483.793,73898053022.0
000002.XSHG,2012-03-26,5516694100.0,2461.11,2462.207000000001,2460.645,2450.195,2469.97,53928720076.0
000002.XSHG,2012-03-27,6062728200.0,2462.207000000001,2458.599,2470.521,2455.592,2475.966,65042105915.0
000002.XSHG,2012-03-28,8320654400.0,2458.599,2393.348,2452.107,2389.7470000000008,2452.578,78000433568.0
000002.XSHG,2012-03-29,7390937600.0,2393.348,2358.917,2384.791,2348.681,2389.182,67856449613.0
